FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Bruno Assis,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",http://ufcstats.com/fighter-details/ff222167cce02919
Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",http://ufcstats.com/fighter-details/d0d7160824278840
Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael Aswell,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000",http://ufcstats.com/fighter-details/01c9e4013afce141
Bazigit Atajev,"6' 1""",230 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich Attonito,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier Aubin-Mercier,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat Audinwood,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",http://ufcstats.com/fighter-details/196ed28337adc630
Jose Augusto,"6' 3""",251 lbs.,--,,"Mar 28, 1992",http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",http://ufcstats.com/fighter-details/04643fd03d9159cc
David Avellan,"5' 9""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas Avena,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",http://ufcstats.com/fighter-details/8753e125f4499816
Levi Avera,"6' 1""",170 lbs.,--,,"May 17, 1982",http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony Avila,"5' 7""",145 lbs.,--,,"Dec 29, 1988",http://ufcstats.com/fighter-details/033d19259f589457
Chris Avila,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia Avila,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad Awad,"5' 11""",155 lbs.,--,,"Jun 07, 1983",http://ufcstats.com/fighter-details/da603332ad41f165
Javy Ayala,"6' 1""",265 lbs.,--,,"Aug 20, 1988",http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin Ayari,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu Azaitar,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz Azeredo,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano Azevedo,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter Azure,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas Backstrom,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth Baczynski,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Abdul Azeem Badakhshi,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/968764372c49eab6
Ryan Bader,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela Badurek,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali Bagautinov,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi Baghdad,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik Baghdasaryan,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar Bahadurzada,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio Bahamondes,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole Batebolati,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar Bailey,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan Bailey,"5' 9""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott Baker,"6' 0""",210 lbs.,--,,--,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan Baker,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin Bala,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale Bamgbose,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen Banaszak,"6' 0""",145 lbs.,--,,"Dec 07, 1990",http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin Bandel,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto Bandenay,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan Banks,--,--,--,,--,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna Bannon,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Iwo Baraniewski,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",http://ufcstats.com/fighter-details/1c23ec2f1b71be40
Renan Barao,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior Barata,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan Barberena,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",http://ufcstats.com/fighter-details/a331233f597090a5
Djani Barbir,"6' 3""",185 lbs.,"79""",Orthodox,"Aug 09, 1997",http://ufcstats.com/fighter-details/d4baaa0630bf5798
Dione Barbosa,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",http://ufcstats.com/fighter-details/27b388f0aab49780
Marcio Barbosa,"5' 6""",145 lbs.,"70""",Orthodox,"May 22, 1998",http://ufcstats.com/fighter-details/c85bad793cd14e28
Edson Barboza,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny Barlow,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",http://ufcstats.com/fighter-details/172c2135e70f87b7
James Barnes,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick Barnes,"5' 11""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte Barnes,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris Barnett,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,--,--,--,,--,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David Baron,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil Baroni,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",http://ufcstats.com/fighter-details/1652f3213655b935
Dan Barrera,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos Barreto,"6' 4""",230 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose Barreto,--,185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter Barrett,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David Barrios,"5' 6""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre Barros,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo Barros,"6' 1""",205 lbs.,--,,"Mar 22, 1976",http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar Barroso,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat Barry,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",http://ufcstats.com/fighter-details/658c3465581ae46b
Dean Barry,"5' 10""",170 lbs.,"72""",Orthodox,"Jul 03, 1992",http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique Barzola,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid Basharat,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin Bashi,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",http://ufcstats.com/fighter-details/d3f89fa685bd8420
Stephen Bass,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean Bassett,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan Bastianelli,"5' 5""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna Baszler,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Namsrai Batbayar,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 29, 2000",http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Michel Batista,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan Battle,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 21, 1994",http://ufcstats.com/fighter-details/f626118b6da0e020
Alan Baudot,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",http://ufcstats.com/fighter-details/c9a94278df042f46
Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",http://ufcstats.com/fighter-details/55f446032177b119
Donovan Beard,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 05, 1989",http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy Bears,"5' 11""",170 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador Becerra,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel Beck,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jack Becker,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 20, 1992",http://ufcstats.com/fighter-details/b5a379583673510a
Jeff Bedard,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric Bedard,"6' 2""",239 lbs.,--,,"Sep 11, 1984",http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando Bedoya,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle Beerbohm,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",http://ufcstats.com/fighter-details/babc6b5745335f18
Allan Begosso,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Azamat Bekoev,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan Belcher,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor Belfort,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri Belgaroui,"6' 5""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo Bellato,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/69898645d600abdb
Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike Bencic,"6' 0""",215 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave Beneteau,"6' 2""",250 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla Benitez,"5' 3""",113 lbs.,--,,--,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel Benitez,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles Bennett,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh Bennett,"6' 4""",259 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna Bennett,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin Bennett,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",http://ufcstats.com/fighter-details/7030c27fc9778964
Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234
Joe Benoit,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat Benson,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/a25f3dc0df974597
Len Bentley,"5' 9""",155 lbs.,--,,"Nov 30, 1982",http://ufcstats.com/fighter-details/592d23aed850e652
Steve Berger,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",http://ufcstats.com/fighter-details/21b1132949f2a9b0
Kenneth Bergh,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",http://ufcstats.com/fighter-details/aa8189053b3a8994
Bret Bergmark,"5' 9""",170 lbs.,--,,"Nov 24, 1973",http://ufcstats.com/fighter-details/2891c9f7b26b26fc
Keith Berish,"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",http://ufcstats.com/fighter-details/e3779ef06e98f185
Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Dave Berry,--,--,--,,--,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Keith Berry,"6' 1""",185 lbs.,--,,"Oct 25, 1987",http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Dieusel Berto,"5' 9""",200 lbs.,--,,--,http://ufcstats.com/fighter-details/0db70ca89e1c7374
Edson Berto,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",http://ufcstats.com/fighter-details/66766984842c13dc
Allen Berube,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Anton Berzin,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
Scott Bessac,"6' 4""",245 lbs.,--,,--,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",http://ufcstats.com/fighter-details/e05f4ce199baca91
Fernando Bettega,--,170 lbs.,--,,"Mar 10, 1980",http://ufcstats.com/fighter-details/a524710c3ef918fa
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",http://ufcstats.com/fighter-details/7e511f8d842a109d
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",http://ufcstats.com/fighter-details/9cd047a828dd7515
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",http://ufcstats.com/fighter-details/1efa064872f089d0
Blake Bilder,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",http://ufcstats.com/fighter-details/5095b0920a3602aa
Jonas Bilharinho,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",http://ufcstats.com/fighter-details/ebbf571f349e79d9
Jeremiah Billington,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
Scott Bills,"5' 10""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/53f02bbc41d99432
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",http://ufcstats.com/fighter-details/c5a126ace82a6025
Chris Birchler,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",http://ufcstats.com/fighter-details/8a22c6b4d29880a3
Angad Bisht,"5' 7""",125 lbs.,"67""",Orthodox,"Jun 05, 1995",http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Amaury Bitetti,"5' 9""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7a359ef685a304a7
Caio Bittencourt,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991",http://ufcstats.com/fighter-details/a653cb5eb4b39339
Davi Bittencourt,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994",http://ufcstats.com/fighter-details/dd6ec6f941c3a414
Simon Biyong,--,205 lbs.,--,,"Apr 05, 1991",http://ufcstats.com/fighter-details/27ab7257bf6a3b65
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jason Black,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",http://ufcstats.com/fighter-details/b2f743746e8dcfa2
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/7e69a4b0961aa555
Jason Blackford,--,--,--,,--,http://ufcstats.com/fighter-details/619d807fa54ae8f7
Tom Blackledge,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/2adb11835acd815b
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Da'Mon Blackshear,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",http://ufcstats.com/fighter-details/da22387a0407a2dc
Chasen Blair,"5' 10""",155 lbs.,"71""",Orthodox,"Oct 14, 1998",http://ufcstats.com/fighter-details/0f4a536507f33576
Erin Blanchfield,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",http://ufcstats.com/fighter-details/669970f7feba8ecd
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",http://ufcstats.com/fighter-details/4a1329cc8eb0928a
David Blanco,"5' 7""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",http://ufcstats.com/fighter-details/fa6796c55d6c5440
Tereza Bleda,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",http://ufcstats.com/fighter-details/59c438c81fbf3ece
Arlene Blencowe,"5' 5""",145 lbs.,--,,"Apr 11, 1983",http://ufcstats.com/fighter-details/35d6337320a4ae48
Byron Bloodworth,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",http://ufcstats.com/fighter-details/ecdf14f4f8643d39
Dashawn Boatwright,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",http://ufcstats.com/fighter-details/046a85108610c0d2
Dan Bobish,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",http://ufcstats.com/fighter-details/f348d05403fad037
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",http://ufcstats.com/fighter-details/c5af5750e8bae4f0
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Jeremy Boczulak,--,--,--,,--,http://ufcstats.com/fighter-details/1afd74f8cb0719f3
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",http://ufcstats.com/fighter-details/c80095f6092271a7
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",http://ufcstats.com/fighter-details/8a56ea383fd26e52
Jay Bogan,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/53c21779d84ceb75
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",http://ufcstats.com/fighter-details/d61316139d68dbe3
Derek Bohi,"6' 4""",260 lbs.,--,,--,http://ufcstats.com/fighter-details/70a1c7626b5e0599
Jerry Bohlander,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",http://ufcstats.com/fighter-details/93892752c5fc23ca
Mandy Bohm,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",http://ufcstats.com/fighter-details/297a2b35444c245b
Kotetsu Boku,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",http://ufcstats.com/fighter-details/d227958e8a0c1466
Gaston Bolanos,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",http://ufcstats.com/fighter-details/96924b0019b3aff1
Kyle Bolt,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35
Denys Bondar,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",http://ufcstats.com/fighter-details/2526be54e6a0e62a
Luc Bondole,"6' 2""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/8691881b31c16b88
Tony Bonello,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/702a72aa7a266d86
Gabriel Bonfim,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",http://ufcstats.com/fighter-details/01641ba5df0c69b0
Ismael Bonfim,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",http://ufcstats.com/fighter-details/eb393afdbe3293d5
