EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC 199: Rockhold vs. Bisping 2 ,Kevin Casey vs. Elvis Mutapcic,D/D,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 28 - 29.Marcos Rosales 29 - 28.Derek Cleary 28 - 28.,http://ufcstats.com/fight-details/e640fd983577d349
UFC 199: Rockhold vs. Bisping 2 ,Marco Polo Reyes vs. Dong Hyun Ma,W/L,Lightweight Bout,KO/TKO ,3,1:52,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/1cbb930fb77a3781
UFC Fight Night: Almeida vs Garbrandt ,Thomas Almeida vs. Cody Garbrandt,L/W,Bantamweight Bout,KO/TKO ,1,2:53,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/8d9b460143ae19bc
UFC Fight Night: Almeida vs Garbrandt ,Renan Barao vs. Jeremy Stephens,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/b2c3f1783a0c8530
UFC Fight Night: Almeida vs Garbrandt ,Tarec Saffiedine vs. Rick Story,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Sal D'amato 28 - 29.Tony Weeks 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/a78ccbb549d36ddd
UFC Fight Night: Almeida vs Garbrandt ,Chris Camozzi vs. Vitor Miranda,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 27 - 30.Patricia Morse-Jarman 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/313801a4262f1ea5
UFC Fight Night: Almeida vs Garbrandt ,Jorge Masvidal vs. Lorenz Larkin,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Glenn Trowbridge 28 - 29.Adalaide Byrd 29 - 28.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/8d975de5d033ccde
UFC Fight Night: Almeida vs Garbrandt ,Joshua Burkman vs. Paul Felder,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Marcos Rosales 28 - 29.Tony Weeks 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6387fdb44c61ccdb
UFC Fight Night: Almeida vs Garbrandt ,Sara McMann vs. Jessica Eye,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/934718256f4d082c
UFC Fight Night: Almeida vs Garbrandt ,Abel Trujillo vs. Jordan Rinaldi,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/f457d55f78d581f9
UFC Fight Night: Almeida vs Garbrandt ,Jake Collier vs. Alberto Uda,W/L,Middleweight Bout,KO/TKO ,2,1:06,3 Rnd (5-5-5),Jason Herzog,Spinning Back Kick Body ,http://ufcstats.com/fight-details/09b8253a30360429
UFC Fight Night: Almeida vs Garbrandt ,Erik Koch vs. Shane Campbell,W/L,Lightweight Bout,Submission ,2,3:02,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/5724a9cf463c8390
UFC Fight Night: Almeida vs Garbrandt ,Aljamain Sterling vs. Bryan Caraway,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 28 - 29.Adalaide Byrd 29 - 28.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/6e093a1d4286dad6
UFC Fight Night: Almeida vs Garbrandt ,Chris de la Rocha vs. Adam Milstead,L/W,Heavyweight Bout,KO/TKO ,2,4:01,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance ,http://ufcstats.com/fight-details/969970fbe24945d0
UFC 198: Werdum vs Miocic ,Fabricio Werdum vs. Stipe Miocic,L/W,UFC Heavyweight Title Bout,KO/TKO ,1,2:47,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head In Clinch ,http://ufcstats.com/fight-details/e27504d07ebbc441
UFC 198: Werdum vs Miocic ,Jacare Souza vs. Vitor Belfort,W/L,Middleweight Bout,KO/TKO ,1,4:38,3 Rnd (5-5-5),Osiris Maia,Punches to Head From Mount ,http://ufcstats.com/fight-details/80c4f70b7f7a1945
UFC 198: Werdum vs Miocic ,Cristiane Justino vs. Leslie Smith,W/L,Catch Weight Bout,KO/TKO ,1,1:21,3 Rnd (5-5-5),Eduardo Herdy,Punch to Head In Clinch ,http://ufcstats.com/fight-details/ee9e4f8523a484a6
UFC 198: Werdum vs Miocic ,Mauricio Rua vs. Corey Anderson,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Otto Torriero 28 - 29.Hallison Pontes 29 - 28.Joseph Terrell 28 - 29.,http://ufcstats.com/fight-details/8ec7d82619bfb564
UFC 198: Werdum vs Miocic ,Warlley Alves vs. Bryan Barberena,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Tony Weeks 28 - 29.Otto Torriero 28 - 29.Hallison Pontes 28 - 29.,http://ufcstats.com/fight-details/93026e3763542c05
UFC 198: Werdum vs Miocic ,Demian Maia vs. Matt Brown,W/L,Welterweight Bout,Submission ,3,4:31,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,http://ufcstats.com/fight-details/9231cef371b89a46
UFC 198: Werdum vs Miocic ,Thiago Santos vs. Nate Marquardt,W/L,Middleweight Bout,KO/TKO ,1,3:39,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head In Clinch ,http://ufcstats.com/fight-details/e99f92b92e90b228
UFC 198: Werdum vs Miocic ,Francisco Trinaldo vs. Yancy Medeiros,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Glenn Trowbridge 26 - 29.Joseph Terrell 27 - 30.Hallison Pontes 26 - 30.,http://ufcstats.com/fight-details/65d777a16fce2be8
UFC 198: Werdum vs Miocic ,John Lineker vs. Rob Font,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Glenn Trowbridge 27 - 30.Otto Torriero 28 - 29.Hallison Pontes 26 - 30.,http://ufcstats.com/fight-details/040f227553de7838
UFC 198: Werdum vs Miocic ,Rogerio Nogueira vs. Patrick Cummins,W/L,Light Heavyweight Bout,KO/TKO ,1,4:52,3 Rnd (5-5-5),Leon Roberts,Punches to Head In Clinch ,http://ufcstats.com/fight-details/375c2ecb6fe54cc6
UFC 198: Werdum vs Miocic ,Sergio Moraes vs. Luan Chagas,D/D,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Tony Weeks 28 - 29.Alessandro Vieira 29 - 28.Joseph Terrell 28 - 28.,http://ufcstats.com/fight-details/bc6100e6dd239db7
UFC 198: Werdum vs Miocic ,Renato Moicano vs. Zubaira Tukhugov,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Glenn Trowbridge 28 - 29.Alessandro Vieira 29 - 28.Joseph Terrell 28 - 29.,http://ufcstats.com/fight-details/958f3b45c132c3b7
UFC Fight Night: Overeem vs Arlovski ,Alistair Overeem vs. Andrei Arlovski,W/L,Heavyweight Bout,KO/TKO ,2,1:12,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/5838305c25a54ea1
UFC Fight Night: Overeem vs Arlovski ,Antonio Silva vs. Stefan Struve,L/W,Heavyweight Bout,KO/TKO ,1,0:16,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance ,http://ufcstats.com/fight-details/d480d01418ae0143
UFC Fight Night: Overeem vs Arlovski ,Albert Tumenov vs. Gunnar Nelson,L/W,Welterweight Bout,Submission ,2,3:15,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/03b9922d777e430c
UFC Fight Night: Overeem vs Arlovski ,Germaine de Randamie vs. Anna Elmose,W/L,Women's Bantamweight Bout,KO/TKO ,1,3:46,3 Rnd (5-5-5),Rich Mitchell,Knee to Body In Clinch ,http://ufcstats.com/fight-details/692ceb2ac5fa4427
UFC Fight Night: Overeem vs Arlovski ,Nikita Krylov vs. Francimar Barroso,W/L,Light Heavyweight Bout,Submission ,2,3:11,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke ,http://ufcstats.com/fight-details/61f80a1732d37288
UFC Fight Night: Overeem vs Arlovski ,Karolina Kowalkiewicz vs. Heather Clark,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29.Peter Lavery 28 - 29.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/c5990f9767b16c48
UFC Fight Night: Overeem vs Arlovski ,Rustam Khabilov vs. Chris Wade,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,27 - 30.28 - 29.28 - 29.,http://ufcstats.com/fight-details/97e895b7c2cb9db4
UFC Fight Night: Overeem vs Arlovski ,Magnus Cedenblad vs. Garreth McLellan,W/L,Middleweight Bout,KO/TKO ,2,0:47,3 Rnd (5-5-5),Lukasz Bosacki,Kick to Head At Distance ,http://ufcstats.com/fight-details/6d47170d069df8bb
UFC Fight Night: Overeem vs Arlovski ,Jon Tuck vs. Josh Emmett,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29.Andreas Gruner 29 - 28.Maciej Motylewski 28 - 29.,http://ufcstats.com/fight-details/7786b5fafee61c36
UFC Fight Night: Overeem vs Arlovski ,Yan Cabral vs. Reza Madadi,L/W,Lightweight Bout,KO/TKO ,3,1:56,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance ,http://ufcstats.com/fight-details/711fcf95370fa90b
UFC Fight Night: Overeem vs Arlovski ,Kyoji Horiguchi vs. Neil Seery,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 26 - 30.Andreas Gruner 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/d37ed975c2b70fd2
UFC Fight Night: Overeem vs Arlovski ,Leon Edwards vs. Dominic Waters,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mark Collett 27 - 30.Peter Lavery 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/6ccf478dca83757e
UFC Fight Night: Overeem vs Arlovski ,Yuta Sasaki vs. Willie Gates,W/L,Flyweight Bout,Submission ,2,3:30,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke ,http://ufcstats.com/fight-details/5a9804cad2335272
UFC 197: Jones vs Saint Preux ,Jon Jones vs. Ovince Saint Preux,W/L,UFC Interim Light Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 44 - 50.Chris Lee 45 - 50.Junichiro Kamijo 45 - 50.,http://ufcstats.com/fight-details/05c8aeb2806be99c
UFC 197: Jones vs Saint Preux ,Demetrious Johnson vs. Henry Cejudo,W/L,UFC Flyweight Title Bout,KO/TKO ,1,2:49,5 Rnd (5-5-5-5-5),John McCarthy,Knees to Body In Clinch ,http://ufcstats.com/fight-details/20dda78057d17a5a
UFC 197: Jones vs Saint Preux ,Anthony Pettis vs. Edson Barboza,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29.Marcos Rosales 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/8b52a32f3644f493
UFC 197: Jones vs Saint Preux ,Robert Whittaker vs. Rafael Natal,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Patricia Morse-Jarman 28 - 29.Chris Lee 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/b65d0243d397802c
UFC 197: Jones vs Saint Preux ,Yair Rodriguez vs. Andre Fili,W/L,Featherweight Bout,KO/TKO ,2,2:15,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At DistanceSwitch Kick,http://ufcstats.com/fight-details/43b416cf0c75dbd7
UFC 197: Jones vs Saint Preux ,Sergio Pettis vs. Chris Kelades,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Patricia Morse-Jarman 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/e3a45f48dbda99c3
UFC 197: Jones vs Saint Preux ,Danny Roberts vs. Dominique Steele,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Marcos Rosales 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/be0af5916c8e8e99
UFC 197: Jones vs Saint Preux ,Carla Esparza vs. Juliana Lima,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 27 - 30.Jeff Mullen 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/2c0ece9f70a62408
UFC 197: Jones vs Saint Preux ,Glaico Franca Moreira vs. James Vick,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/f519753cc38362d0
UFC 197: Jones vs Saint Preux ,Walt Harris vs. Cody East,W/L,Heavyweight Bout,KO/TKO ,1,4:18,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/92049ba4483fc840
UFC 197: Jones vs Saint Preux ,Marcos Rogerio de Lima vs. Clint Hester,W/L,Light Heavyweight Bout,Submission ,1,4:35,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/c7e084949531a443
UFC 197: Jones vs Saint Preux ,Efrain Escudero vs. Kevin Lee,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29.Patricia Morse-Jarman 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/083a0283b7bc503b
UFC on FOX: Teixeira vs Evans ,Glover Teixeira vs. Rashad Evans,W/L,Light Heavyweight Bout,KO/TKO ,1,1:48,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/e5a88d0e816fd0f1
UFC on FOX: Teixeira vs Evans ,Rose Namajunas vs. Tecia Pennington,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Roy Silbert 28 - 29.Sal D'amato 28 - 29.Tim Vannatta 28 - 29.,http://ufcstats.com/fight-details/28f5f50617f2b686
UFC on FOX: Teixeira vs Evans ,Khabib Nurmagomedov vs. Darrell Horcher,W/L,Catch Weight Bout,KO/TKO ,2,3:38,3 Rnd (5-5-5),James Warring,Punches to Head From Back Control ,http://ufcstats.com/fight-details/781b4b6951df64fe
UFC on FOX: Teixeira vs Evans ,Cub Swanson vs. Hacran Dias,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Rich Green 28 - 29.,http://ufcstats.com/fight-details/43e416795dbd10e9
UFC on FOX: Teixeira vs Evans ,Beneil Dariush vs. Michael Chiesa,L/W,Lightweight Bout,Submission ,2,1:20,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/613a288e8819fead
UFC on FOX: Teixeira vs Evans ,Bethe Correia vs. Raquel Pennington,L/W,Women's Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),James Warring,Sal D'amato 28 - 29.Richard Davis 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/377c8eb085bb8e00
UFC on FOX: Teixeira vs Evans ,Court McGee vs. Santiago Ponzinibbio,L/W,Welterweight Bout,KO/TKO ,1,4:15,3 Rnd (5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/110e1d794443b736
UFC on FOX: Teixeira vs Evans ,Randy Brown vs. Michael Graves,L/W,Welterweight Bout,Submission ,2,2:31,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/8d9c71e110196262
UFC on FOX: Teixeira vs Evans ,John Dodson vs. Manvel Gamburyan,W/L,Bantamweight Bout,KO/TKO ,1,0:37,3 Rnd (5-5-5),James Warring,Punches to Head In Clinch ,http://ufcstats.com/fight-details/249b75a787dccfe6
UFC on FOX: Teixeira vs Evans ,Oluwale Bamgbose vs. Cezar Ferreira,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Rich Green 28 - 29.Richard Davis 28 - 29.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/3daf1c5fb854e626
UFC on FOX: Teixeira vs Evans ,Elizeu Zaleski dos Santos vs. Omari Akhmedov,W/L,Welterweight Bout,KO/TKO ,3,3:03,3 Rnd (5-5-5),Dan Miragliotta,Knee to Head In Clinch ,http://ufcstats.com/fight-details/815fd4ebdc288e83
UFC Fight Night: Rothwell vs Dos Santos ,Ben Rothwell vs. Junior Dos Santos,L/W,Heavyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Leon Roberts,Ben Cartlidge 45 - 50.Mark Collett 45 - 50.Howard Hughes 45 - 50.,http://ufcstats.com/fight-details/5f6b8e48e7d3b66f
UFC Fight Night: Rothwell vs Dos Santos ,Derrick Lewis vs. Gabriel Gonzaga,W/L,Heavyweight Bout,KO/TKO ,1,4:48,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/f4d9138ba502b7ec
UFC Fight Night: Rothwell vs Dos Santos ,Francis Ngannou vs. Curtis Blaydes,W/L,Heavyweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Kevin Sataki,Eye Injury,http://ufcstats.com/fight-details/9b79c05aa978c066
UFC Fight Night: Rothwell vs Dos Santos ,Timothy Johnson vs. Marcin Tybura,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Andreas Gruner 28 - 29.Howard Hughes 28 - 29.Takeo Kobayashi 28 - 29.,http://ufcstats.com/fight-details/eb53ec8983cb2a95
UFC Fight Night: Rothwell vs Dos Santos ,Igor Pokrajac vs. Jan Blachowicz,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/26779cfb01372664
UFC Fight Night: Rothwell vs Dos Santos ,Maryna Moroz vs. Cristina Stanciu,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Jadranko Cacic 27 - 30.Andreas Gruner 27 - 30.Howard Hughes 27 - 30.,http://ufcstats.com/fight-details/1a0bf11582ae518b
UFC Fight Night: Rothwell vs Dos Santos ,Nicolas Dalby vs. Zak Cummings,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30.Pawel Harasim 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/5aa7ecc6507841bd
UFC Fight Night: Rothwell vs Dos Santos ,Ian Entwistle vs. Alejandro Perez,L/W,Bantamweight Bout,KO/TKO ,1,4:04,3 Rnd (5-5-5),Grant Waterman,Punches to Head On GroundSubmission to Strikes,http://ufcstats.com/fight-details/d1d7400c131ed40e
UFC Fight Night: Rothwell vs Dos Santos ,Mairbek Taisumov vs. Damir Hadzovic,W/L,Lightweight Bout,KO/TKO ,1,3:44,3 Rnd (5-5-5),,Punch to Head At Distance ,http://ufcstats.com/fight-details/79884c0df84662b9
UFC Fight Night: Rothwell vs Dos Santos ,Filip Pejic vs. Damian Stasiak,L/W,Bantamweight Bout,Submission ,1,2:16,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/3b5e1d6cbf9c8c9f
UFC Fight Night: Rothwell vs Dos Santos ,Robert Whiteford vs. Lucas Martins,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Jadranko Cacic 28 - 29.Ben Cartlidge 29 - 28.Andreas Gruner 27 - 30.,http://ufcstats.com/fight-details/42afd8c4fc85f485
UFC Fight Night: Rothwell vs Dos Santos ,Jared Cannonier vs. Cyril Asker,W/L,Heavyweight Bout,KO/TKO ,1,2:44,3 Rnd (5-5-5),Grant Waterman,Punch to Head At Distance ,http://ufcstats.com/fight-details/a020b5b917c27bb8
UFC Fight Night: Rothwell vs Dos Santos ,Alessio Di Chirico vs. Bojan Velickovic,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Mark Collett 28 - 29.Ben Cartlidge 28 - 29.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/fcb225f454ebf1a1
UFC Fight Night: Hunt vs Mir ,Mark Hunt vs. Frank Mir,W/L,Heavyweight Bout,KO/TKO ,1,3:01,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/fb98219ce569b384
UFC Fight Night: Hunt vs Mir ,Hector Lombard vs. Neil Magny,L/W,Welterweight Bout,KO/TKO ,3,0:46,3 Rnd (5-5-5),Steve Perceval,Punches to Head From Mount ,http://ufcstats.com/fight-details/a26db2cee9eab1f9
UFC Fight Night: Hunt vs Mir ,Jake Matthews vs. Johnny Case,W/L,Lightweight Bout,Submission ,3,4:45,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/784a57385d0e87ff
UFC Fight Night: Hunt vs Mir ,Daniel Kelly vs. Antonio Carlos Junior,W/L,Middleweight Bout,KO/TKO ,3,1:36,3 Rnd (5-5-5),Greg Kleynjans,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/b33d1e693e3c9958
UFC Fight Night: Hunt vs Mir ,James Te Huna vs. Steve Bosse,L/W,Light Heavyweight Bout,KO/TKO ,1,0:52,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/cf13dd810b2bd061
UFC Fight Night: Hunt vs Mir ,Bec Rawlings vs. Seo Hee Ham,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Anthony Dimitriou 27 - 30.Barry Foley 27 - 30.Albert Shen 28 - 29.,http://ufcstats.com/fight-details/8bf419824ca91470
UFC Fight Night: Hunt vs Mir ,Brendan O'Reilly vs. Alan Jouban,L/W,Welterweight Bout,KO/TKO ,1,2:15,3 Rnd (5-5-5),John Sharp,Elbow to Head In Clinch ,http://ufcstats.com/fight-details/ee31f081cf576273
UFC Fight Night: Hunt vs Mir ,Dan Hooker vs. Mark Eddiva,W/L,Featherweight Bout,Submission ,1,1:24,3 Rnd (5-5-5),Greg Kleynjans,Guillotine Choke From Mount ,http://ufcstats.com/fight-details/e3fb9146a7eaaa47
UFC Fight Night: Hunt vs Mir ,Leslie Smith vs. Rin Nakai,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Albert Shen 27 - 30.Evan Field 28 - 29.Peter Hickmont 28 - 29.,http://ufcstats.com/fight-details/aa92030dfd8b5d40
UFC Fight Night: Hunt vs Mir ,Richard Walsh vs. Viscardi Andrade,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Peter Hickmont 28 - 29.Charlie Keech 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/d2105d00baa3e15e
UFC Fight Night: Hunt vs Mir ,Ross Pearson vs. Chad Laprise,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Albert Shen 30 - 28.Kon Papaioannou 27 - 30.Barry Foley 28 - 29.,http://ufcstats.com/fight-details/f7c9f7a6edca5299
UFC Fight Night: Hunt vs Mir ,Alan Patrick vs. Damien Brown,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Evan Field 27 - 30.Charlie Keech 27 - 30.Anthony Dimitriou 26 - 30.,http://ufcstats.com/fight-details/95d46f7a7e72f91c
UFC 196: McGregor vs Diaz ,Conor McGregor vs. Nate Diaz,L/W,Welterweight Bout,Submission ,2,4:12,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/4ace70bff9debdfb
UFC 196: McGregor vs Diaz ,Holly Holm vs. Miesha Tate,L/W,UFC Women's Bantamweight Title Bout,Submission ,5,3:30,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/7ffd80b65b0ff942
UFC 196: McGregor vs Diaz ,Gian Villante vs. Ilir Latifi,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/17c598d7841daae0
UFC 196: McGregor vs Diaz ,Corey Anderson vs. Tom Lawlor,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Chris Lee 27 - 30.Adalaide Byrd 27 - 30.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/0bdea30d7a7322f7
UFC 196: McGregor vs Diaz ,Amanda Nunes vs. Valentina Shevchenko,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 28 - 29.Glenn Trowbridge 27 - 29.Lester Griffin 27 - 29.,http://ufcstats.com/fight-details/ba2f3b9a12400aa0
UFC 196: McGregor vs Diaz ,Brandon Thatch vs. Siyar Bahadurzada,L/W,Welterweight Bout,Submission ,3,4:11,3 Rnd (5-5-5),John McCarthy,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/e86f7b7f3a047d2a
UFC 196: McGregor vs Diaz ,Erick Silva vs. Nordine Taleb,L/W,Welterweight Bout,KO/TKO ,2,1:34,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/90a5ddd6738605d9
UFC 196: McGregor vs Diaz ,Vitor Miranda vs. Marcelo Guimaraes,W/L,Middleweight Bout,KO/TKO ,2,1:09,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance ,http://ufcstats.com/fight-details/49f83168974fb60f
